chr	coor_s	coor_e	ids1	chr2	coor_s2	coor_e2	ids2	identity
1	201209472	201210564	id464	1	201210660	201211752	id465	0.914835
15	44817436	44857549	id2183	15	45031634	45049216	id2189	0.973126
7	93910346	93914390	id6134	7	93914547	93918102	id6135	0.932494
10	26899535	26913373	id655	10	36807907	36810663	id722	0.918071
13	52846768	52848244	id1776	13	53200193	53201670	id1777	0.913402
6	2901379	2904589	id5420	6	3062326	3065892	id5426	0.938429
1	68160094	68163193	id189	5	98576338	98578446	id5241	0.946411
11	48600859	48645038	id1071	11	54566289	54742345	id1097	0.953101
17	35335745	35336996	id2774	17	35436502	35437736	id2778	0.911765
21	44538462	44540175	id4120	21	44612289	44613717	id4126	0.919944
13	94757326	94759276	id1836	3	160100746	160102914	id4660	0.918961
6	29093936	29102783	id5485	6	29156769	29158474	id5486	0.902193
10	16800618	16816092	id620	10	45210605	45224206	id797	0.910842
7	51372760	51425347	id5890	7	55601356	55615977	id5900	0.977996
2	121708231	121709456	id3667	8	56100910	56102362	id6397	0.906937
1	87473776	87502003	id222	1	148011628	148295008	id328	0.949181
16	35214325	35218557	id2503	16	35249458	35253850	id2504	0.935867
1	16474442	16599132	id56	1	148354184	148393991	id330	0.907997
10	93958695	93961911	id908	6	7986115	7988144	id5444	0.916708
10	14723090	14724132	id614	9	76398617	76399666	id6647	0.900096
10	64168742	64169928	id851	7	87907187	87908373	id6122	0.97384
5	177977771	177978802	id5379	5	179648765	179649796	id5400	0.977692
9	81903523	81953425	id6654	9	81983335	81999587	id6655	0.907379
6	32705921	32706959	id5528	9	92099159	92109891	id6681	0.939806
10	27414412	27415458	id678	2	169768937	169769964	id3740	0.9
17	32105978	32111789	id2762	17	67925616	67929839	id2936	0.929072
14	48599232	48600371	id1926	5	81485593	81486730	id5216	0.982394
18	48869265	48871700	id3052	18	48978098	48980116	id3053	0.959224
12	94549421	94550555	id1538	3	67374718	67375861	id4476	0.95679
17	18375628	18384286	id2658	17	76020754	76029458	id2955	0.946555
18	45813969	45815406	id3045	3	186633930	186635371	id4709	0.953343
1	27734241	27735850	id96	3	133544444	133546056	id4611	0.970904
17	58157385	58159064	id2885	5	174729164	174730834	id5366	0.933293
11	56690581	56691667	id1112	20	5099851	5100931	id3890	0.979611
7	5991821	5993010	id5785	7	6709307	6735535	id5788	0.947458
11	28330393	28333507	id1042	12	59049737	59054256	id1487	0.924198
9	92125660	92146744	id6682	9	92197234	92204001	id6685	0.975941
7	66589757	66592443	id6036	7	66670366	66687096	id6041	0.902957
22	32175877	32184749	id4305	9	98709140	98720221	id6720	0.921206
7	142633438	142673390	id6235	9	33625370	33664819	id6572	0.944298
8	1033685	1034949	id6310	8	1034956	1036261	id6311	0.948576
17	34183519	34190242	id2769	3	171576683	171583415	id4673	0.973122
1	77809769	77811936	id202	2	11307870	11309171	id3474	0.973098
1	29328380	29331332	id104	1	30448939	30451875	id118	0.905223
1	12851192	12853602	id43	1	13122521	13393767	id46	0.919477
15	90280194	90301745	id2318	15	91031946	91034010	id2322	0.902951
1	60283057	60284888	id179	18	28074703	28076518	id3035	0.945091
17	16882904	16906713	id2653	17	20626299	20702755	id2675	0.952528
10	54382450	54411424	id828	17	27122864	27145791	id2715	0.942608
5	177620793	177956262	id5377	5	179511507	179522097	id5397	0.95665
2	199659455	199662698	id3786	7	64851319	64853449	id6005	0.929379
1	35420051	35421939	id130	18	51126571	51128462	id3055	0.948128
11	307675	311836	id972	11	317944	321340	id973	0.973389
12	8511305	8512438	id1331	17	58345211	58346315	id2886	0.930594
3	198094133	198097843	id4744	5	84873872	84875129	id5223	0.931381
2	136484267	136485689	id3696	7	78824125	78825581	id6111	0.914833
18	8923926	8925743	id2983	8	16853863	16855685	id6337	0.950964
20	26247556	26285964	id3926	3	75871438	75924352	id4492	0.963052
19	36267212	36324422	id3266	19	36800807	36803186	id3270	0.943134
3	124000000	124012171	id4577	3	125935175	125956793	id4583	0.95502
12	100338524	100340125	id1544	2	201409299	201411190	id3792	0.951737
11	126067450	126068601	id1266	13	47763384	47764601	id1755	0.921655
1	105891561	105892656	id258	5	139307236	139308324	id5297	0.95023
7	108562528	108565107	id6178	7	158620618	158623190	id6294	0.96208
15	45110627	45111964	id2191	15	45135094	45136432	id2192	0.97457
22	32271774	32273163	id4307	8	144393264	144395554	id6518	0.900797
1	22086436	22092950	id75	8	142995824	142998189	id6512	0.942729
19	58516393	58517671	id3444	2	109731396	110101714	id3641	0.916797
20	10385699	10388593	id3898	8	26378614	26381598	id6353	0.920056
19	49015699	49024696	id3335	19	49043483	49045399	id3337	0.929806
19	36267212	36324422	id3266	19	37254116	37305717	id3277	0.962311
16	2599223	2611355	id2365	16	2677676	2691053	id2368	0.960364
12	112505822	112509913	id1561	13	78171285	78172366	id1805	0.915572
4	70213926	70217182	id4864	4	70221140	70224368	id4865	0.948989
11	49791971	49793148	id1077	3	78795467	78796644	id4503	0.998301
7	60924182	61024384	id5954	7	61038318	61044566	id5955	0.907127
11	56558509	56559547	id1110	14	75474112	75475154	id1978	0.970874
10	94676993	94686981	id909	10	94889928	94908504	id911	0.918361
17	15756347	15773480	id2642	17	16656272	16661997	id2650	0.935368
9	33806521	33809749	id6579	9	38472159	38630393	id6603	0.965732
22	16583474	16608423	id4164	7	152429461	152454433	id6274	0.966207
2	211872679	211873978	id3813	2	213783329	213784628	id3814	0.996151
8	142873163	142879856	id6510	8	142910763	142917883	id6511	0.930461
17	47423887	47426677	id2865	18	59969439	59972744	id3062	0.964242
3	100225249	100226312	id4535	4	183483365	183484424	id5019	0.929178
1	16467214	16474106	id55	1	143653897	143719945	id310	0.904607
13	19219714	19231393	id1635	13	19741588	19742716	id1648	0.907308
15	60559637	60560723	id2223	5	115691267	115692350	id5263	0.993519
17	30616128	30780078	id2748	19	14185549	14242420	id3138	0.967904
8	39489872	39492795	id6370	9	73191444	73194373	id6640	0.992816
22	16027648	16029124	id4158	6	67390170	67391640	id5590	0.978172
10	27360822	27365070	id676	10	36865599	36867521	id725	0.920792
12	33347498	33350252	id1416	2	209492263	209494992	id3810	0.904338
15	21289478	21293739	id2075	3	196828315	196832644	id4728	0.961183
2	87118488	87431399	id3572	2	111525222	111615296	id3651	0.993072
1	156249237	156250349	id375	11	112221807	112222933	id1227	0.949367
12	52447066	52452672	id1462	12	52487596	52493372	id1464	0.904447
1	78858309	78859350	id205	13	24678468	24679833	id1685	0.944606
15	19987818	20428912	id2068	17	79706331	79722497	id2963	0.944659
17	43227256	43252467	id2833	17	43301956	43306127	id2836	0.995198
10	29377785	29388351	id686	10	30588888	30600186	id698	0.911716
10	37105487	37113835	id731	11	80556421	80585491	id1174	0.929646
1	108213003	108310652	id260	1	108383726	108472664	id262	0.996963
20	29538783	29540234	id3937	9	41230193	42244769	id6608	0.92419
2	32202630	32204228	id3490	3	154351923	154353504	id4648	0.910543
15	52547045	52552105	id2208	2	31359245	31362719	id3489	0.939032
20	47873519	47875870	id3979	20	48483097	48523056	id3987	0.911554
2	99194750	99197435	id3613	6	57029647	57031711	id5566	0.938894
21	25769000	25772460	id4080	7	63894412	63897908	id5976	0.98206
4	119332069	119471276	id4952	4	165217672	165287402	id5005	0.978273
10	80009954	80013908	id877	11	108178434	108182361	id1220	0.970115
17	81509970	81512356	id2965	6	46205095	46206507	id5548	0.905607
10	117022256	117023943	id941	8	27063995	27065370	id6356	0.924265
4	82275345	82277069	id4889	5	75910625	75912335	id5201	0.923619
22	10731599	10783858	id4140	7	152376304	152395765	id6272	0.965142
15	34490742	34584931	id2143	7	5592815	5606651	id5778	0.958153
1	86502072	86508227	id219	14	69711748	69712781	id1967	0.900875
5	2058198	2059487	id5078	5	2069038	2070342	id5079	0.950666
6	29824572	29837995	id5491	6	30003253	30016464	id5494	0.90481
6	87670217	87672165	id5618	7	147468892	147471485	id6248	0.908233
7	100355501	100359129	id6154	7	100371730	100374483	id6155	0.917231
1	144551803	145520644	id312	9	137882742	137891226	id6790	0.99328
2	131433204	131791111	id3686	5	33502067	33503622	id5123	0.901978
22	23594547	23602870	id4241	22	25344989	25348911	id4269	0.939856
16	2534141	2584844	id2364	16	2615340	2677513	id2367	0.981471
1	122026459	122100345	id299	1	122110312	122229391	id300	0.964994
17	65009296	65011088	id2926	6	52745832	52783107	id5554	0.947339
13	29204378	29214182	id1708	13	29338636	29353714	id1710	0.928034
10	42862126	42873201	id777	2	87118488	87431399	id3572	0.954802
14	34939313	34940492	id1904	4	82401415	82402609	id4890	0.914966
1	225802186	225803452	id515	1	225937423	225941395	id517	0.930274
1	89043831	89077974	id225	1	89399224	89437351	id227	0.930881
7	39856797	39880403	id5871	7	56320430	56435776	id5922	0.977114
10	73242066	73243930	id864	14	67799003	67800925	id1963	0.957867
4	103575140	103576518	id4924	8	27063995	27065370	id6356	0.909963
22	22670912	22699474	id4216	22	22732715	22761861	id4219	0.905026
7	67304001	67314772	id6058	7	100179774	100194549	id6148	0.94333
20	1368977	1370073	id3880	6	63211464	63213022	id5578	0.972452
19	22298557	22301380	id3209	19	22772050	22792639	id3221	0.922334
1	121491620	121498676	id293	5	50459022	50540539	id5147	0.953732
13	92607206	92626054	id1834	15	99776878	99881395	id2340	0.918451
15	40312289	40313353	id2162	2	38481774	38482876	id3499	0.922932
18	26887873	26894490	id3031	4	22587674	22611203	id4788	0.945328
1	37956992	37958265	id134	11	123596744	123599457	id1260	0.942812
2	69712330	69716480	id3531	7	5010752	5059502	id5771	0.940577
2	88813960	88829181	id3580	2	109731396	110101714	id3641	0.930174
4	82474053	82478105	id4891	7	40167893	40173506	id5873	0.903798
16	16637370	16762938	id2402	16	18486486	18782479	id2405	0.995775
1	85510563	85540014	id218	1	145522715	145597442	id313	0.98064
11	68356675	68392474	id1149	22	25350903	25382596	id4270	0.90529
3	121586023	121590619	id4567	5	122675725	122680538	id5275	0.917769
1	207611610	207617805	id482	1	207676113	207718405	id486	0.916954
9	104598479	104601558	id6730	9	104602749	104607727	id6731	0.938559
13	19565511	19571725	id1642	13	40730726	40760551	id1729	0.921427
14	106880460	106883160	id2066	5	13577	49495	id5046	0.956263
22	44566935	44568314	id4348	3	12787325	12788707	id4398	0.900147
19	18586148	18587294	id3161	6	85972338	85973822	id5615	0.920705
10	14932844	14944568	id615	10	14986873	15026905	id618	0.954831
22	20672650	20674606	id4198	22	22114615	22120610	id4209	0.907959
4	98879948	98881143	id4910	8	14309029	14310798	id6336	0.962025
20	34228192	34231418	id3962	9	134114390	134119182	id6776	0.99907
18	62078942	62081852	id3069	22	32341631	32346315	id4311	0.908389
1	194359170	194360918	id449	13	21372583	21376657	id1662	0.933142
19	21243949	21268486	id3188	19	21366566	21376546	id3189	0.906395
10	55155655	55165482	id834	17	27105190	27122145	id2714	0.949118
10	26572130	26575531	id644	10	26625787	26631542	id648	0.93013
1	121619373	121740196	id297	1	122230236	122503147	id301	0.947085
7	32790325	32795156	id5840	7	34890924	34897498	id5846	0.96194
2	158846948	158877508	id3727	8	11908821	11938612	id6332	0.929649
2	71016957	71058013	id3538	2	95543317	95550023	id3600	0.915571
13	63737496	63758888	id1788	4	3881337	4240270	id4771	0.901674
17	21546843	21602809	id2687	9	63008371	63202862	id6624	0.912637
17	21546843	21602809	id2687	17	22270077	22355620	id2696	0.965967
11	3386974	3397115	id990	11	17044484	17058799	id1020	0.902343
7	56320430	56435776	id5922	7	65805191	65840740	id6015	0.90359
22	20678347	20699044	id4199	22	24236854	24268803	id4252	0.957078
15	84320066	84399956	id2299	2	24238934	24242110	id3482	0.900655
15	101738310	101794394	id2345	7	30522929	30533472	id5834	0.914146
1	21411103	21427993	id70	1	145522715	145597442	id313	0.929807
18	98796	131692	id2974	4	190173121	190204555	id5045	0.94375
9	76398617	76399666	id6647	9	88324246	88325424	id6673	0.934615
16	90084039	90096972	id2597	20	30811898	30924862	id3948	0.916153
13	41442562	41456435	id1739	14	51760366	51772090	id1937	0.925912
5	141174041	141180356	id5314	5	141209133	141216504	id5319	0.92741
5	141174041	141180356	id5314	5	141246679	141247890	id5323	0.943415
21	14055866	14069658	id4064	9	63968447	64135013	id6628	0.927215
2	78411902	78413159	id3556	3	11859673	11892254	id4392	0.923465
5	141200000	141202092	id5318	5	141209133	141216504	id5319	0.935027
1	347968	535988	id3	4	118418032	118578683	id4950	0.981255
15	75245724	75304798	id2252	5	174917522	174930518	id5368	0.907224
19	39662280	39667440	id3290	7	57497244	57823866	id5948	0.912956
5	141151344	141152588	id5312	5	141200000	141202092	id5318	0.944238
5	141101742	141103116	id5309	5	141200000	141202092	id5318	0.950743
3	195930170	195974292	id4724	3	197617792	197667517	id4734	0.973752
5	141096020	141097263	id5308	5	141235666	141236863	id5321	0.952875
15	21828502	22221065	id2077	17	31212016	31236285	id2756	0.928725
5	141096020	141097263	id5308	5	141174041	141180356	id5314	0.947418
15	84320066	84399956	id2299	15	101738310	101794394	id2345	0.91292
15	23102958	23123138	id2088	15	23276874	23374764	id2090	0.941327
1	143653897	143719945	id310	1	143720132	144550481	id311	0.917367
5	141136520	141137743	id5311	5	141246679	141247890	id5323	0.945611
15	36613401	36615477	id2152	19	53429817	53458910	id3394	0.916353
19	36760820	36785923	id3268	20	25752456	26189680	id3923	0.916359
5	141096020	141097263	id5308	5	141183648	141184896	id5315	0.945218
15	34490742	34584931	id2143	7	30522929	30533472	id5834	0.924039
15	72609749	72617180	id2244	15	85169771	85272280	id2304	0.900997
15	32153205	32607507	id2138	7	30522929	30533472	id5834	0.909862
2	89530679	89685992	id3584	7	152204334	152292473	id6269	0.969115
17	32008863	32104799	id2761	17	45593558	45627799	id2849	0.909627
20	28933138	29044808	id3930	22	12489121	12641730	id4152	0.950476
10	27329505	27346880	id673	10	45184590	45199186	id795	0.912713
9	33601831	33610917	id6568	9	39588991	40873597	id6605	0.908367
10	125918614	125924546	id952	2	89530679	89685992	id3584	0.967283
22	11236613	11375636	id4145	8	51818164	51820718	id6390	0.947872
13	25017325	25020406	id1690	2	88764439	88788066	id3578	0.925595
2	86834205	86913564	id3569	2	106367374	106515037	id3627	0.987038
2	197486583	197489247	id3783	8	7147340	7617127	id6325	0.927835
5	141188419	141189699	id5316	5	141246679	141247890	id5323	0.928328
17	43922572	43927497	id2839	17	68122255	68160553	id2946	0.933557
15	75381921	75386986	id2256	15	84576997	84596420	id2301	0.910705
22	20678347	20699044	id4199	5	100374704	100401226	id5250	0.925885
13	19377734	19520402	id1639	13	52318763	52344009	id1768	0.916807
13	52318763	52344009	id1768	22	38355621	38401450	id4315	0.93529
9	41230193	42244769	id6608	9	82055272	82064962	id6656	0.935222
4	143424741	143425999	id4971	8	80558790	80559841	id6428	0.929911
1	185226732	185227755	id438	2	110967774	110968796	id3647	0.908374
7	63201097	63365583	id5972	7	64198301	64224915	id5996	0.908225
19	42702202	42971779	id3309	19	43336250	43351972	id3313	0.946654
15	21828502	22221065	id2077	17	31193317	31202173	id2755	0.919153
13	40807949	40837717	id1733	21	10521101	10616660	id4054	0.925886
3	107103042	107107179	id4547	8	58420161	58426864	id6399	0.908034
10	45156334	45175195	id793	9	64315162	64998121	id6629	0.906915
17	20309890	20560909	id2673	17	60172722	60221224	id2895	0.955832
16	18073543	18436486	id2404	16	18486486	18782479	id2405	0.999662
7	66876333	66901420	id6054	7	76087747	76101666	id6099	0.924931
12	107271393	107273544	id1557	5	97054682	97057421	id5238	0.9242
17	30551847	30581923	id2745	17	41605108	41631301	id2815	0.939024
7	57268057	57278390	id5939	7	63064560	63094827	id5965	0.902143
3	853574	859231	id4366	3	195930170	195974292	id4724	0.906971
17	22655434	22674672	id2703	20	29565353	29688645	id3939	0.923082
17	47135476	47137362	id2864	22	11550626	11631288	id4147	0.938019
7	57398974	57432236	id5944	7	63897937	63909699	id5977	0.90556
10	130105909	130108840	id953	7	144178590	144186940	id6243	0.90035
18	9678187	9679540	id2986	3	12787325	12788707	id4398	0.901132
13	40881605	40924716	id1735	13	52169339	52172906	id1763	0.935244
17	45414926	45592740	id2848	17	68195047	68209482	id2949	0.90555
13	19525791	19533813	id1640	13	40881605	40924716	id1735	0.915196
20	47818701	47849368	id3977	7	57203820	57248873	id5938	0.937042
15	52045829	52047016	id2206	8	53536360	53541568	id6391	0.944822
17	15784135	15880697	id2643	17	16882904	16906713	id2653	0.958013
17	27628057	27666599	id2723	17	27741244	27771935	id2728	0.929665
10	124867415	124868652	id947	8	56100910	56102362	id6397	0.915344
10	133613105	133616129	id967	5	175923361	176141794	id5370	0.903995
2	158880459	158888110	id3728	8	12284345	12719872	id6334	0.912984
10	42742607	42761549	id774	10	45054835	45057227	id790	0.941251
19	36787119	36799888	id3269	9	41230193	42244769	id6608	0.90406
13	52197731	52310301	id1765	13	52477267	52596729	id1771	0.98987
7	56673687	56708742	id5930	7	57457438	57484856	id5947	0.910675
5	141224617	141225823	id5320	5	141246679	141247890	id5323	0.949476
12	104976684	104978054	id1553	3	32258928	32260294	id4434	0.901738
5	214227	305378	id5050	8	69324076	69333913	id6416	0.902357
19	36803212	36810564	id3271	22	16680506	16766359	id4168	0.904324
7	57398974	57432236	id5944	7	64174333	64190425	id5994	0.909273
7	56787891	57137555	id5933	7	57457438	57484856	id5947	0.900117
7	66862560	66868628	id6053	7	76107838	76168020	id6102	0.922286
15	75304848	75321376	id2253	15	78702064	78741294	id2278	0.906708
5	178104229	178105882	id5382	9	42389578	43199905	id6610	0.913917
7	72846677	73174784	id6077	7	100179774	100194549	id6148	0.939754
21	32569143	32573634	id4099	6	167357872	167387433	id5749	0.905923
5	99574442	99585662	id5245	5	100055044	100107193	id5248	0.985427
16	74328241	74372145	id2561	16	74374671	74430284	id2562	0.988253
1	227513388	227521873	id520	12	34107211	34206333	id1422	0.902602
11	86851050	86857945	id1185	3	112521626	112528452	id4555	0.900553
10	84390905	84393707	id886	17	20309890	20560909	id2673	0.922078
